manifest_index,sample_id,split,question,question_sha256,answer_text,answer_int,file_name,image_sha256,image_size_bytes,metadata_width,metadata_height,actual_width,actual_height,image_format,dataset_revision
507,holocount_scale_attribution_00023,Scale Attribution,How many small pigeons are visible on the path?,8c04bb71bec2788856dc9d02a9211e1575ee8147486356ae3422769aeb19d8b2,5,5,images/holocount_scale_attribution_00023.jpg,60104de842e6bfdb4fdfc75972c4ad726397b2201bdf47d8f8fc20d4a8edd2e7,237237,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
508,holocount_scale_attribution_00024,Scale Attribution,How many large inflatable arches are positioned across the road?,389cad4a6a2bc664dfd53a2e26fcf5e99fca4f0d14501733f3b3f811c30d8cbd,1,1,images/holocount_scale_attribution_00024.jpg,615d74e5d7bc2865cd25f4ca6f40acf17a99a4d48c391675238c4f8bbe540d12,120864,768,512,768,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
509,holocount_scale_attribution_00025,Scale Attribution,How many large white cabinet doors are visible?,720e4f66440ec39f5f5b759328bc9851d5eaaf97bdea9168fb658f328ad26f13,2,2,images/holocount_scale_attribution_00025.jpg,6cab5b1dfc5130effd3176ea3ab1c55a636e1b3f8460f2f46b0c9920659a5d64,42162,500,334,500,334,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
510,holocount_scale_attribution_00026,Scale Attribution,How many large bins are visible in the image?,553cc8e4e4849488bc5d953aca2847db70b32d94c17c5725303877bcdc38fe5f,3,3,images/holocount_scale_attribution_00026.jpg,9072b7dd1efd7069e6d3d2c9d8433dc9b977535ef775ca177642bedd4d659a94,238084,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
511,holocount_scale_attribution_00027,Scale Attribution,How many large cardboard boxes containing strawberries are sitting on the floor?,1d47f9e14ef069ca936ad4d731fa6ea28e5a18bb2627bb8ea12b8d29d16426c3,6,6,images/holocount_scale_attribution_00027.jpg,c0f7d8cda53a8469d7f3d61bcdae27f0ccc0ebfeb2f82857e430abe5a2ad77ba,1162121,2048,1536,2048,1536,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
512,holocount_scale_attribution_00028,Scale Attribution,How many small-sized mannequins are positioned in the front row?,df34a2f8323bccc28ca79638c34486275ae76386b5eb93a1a319dfa3449ae8fa,6,6,images/holocount_scale_attribution_00028.jpg,62d85337bbb09e75579c4c2b488c2a1f28df4a51ec159aca5799fd14465e3909,147345,500,396,500,396,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
513,holocount_scale_attribution_00029,Scale Attribution,How many large electronic devices with screens are visible?,876af1f44f5ec71e27c38e73efbddacd3730f241d099543a2d72f11484b34bb7,2,2,images/holocount_scale_attribution_00029.jpg,ff9f80f19e4a18c384089d12a13a32c1c17ccb11cb40229fcd612cb3ea48b7dc,216822,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
514,holocount_scale_attribution_00030,Scale Attribution,How many large sharks are in the water?,e2dbd6fc336c42e51275fb7326c0f88d6cbab67afec56540843048778be55160,3,3,images/holocount_scale_attribution_00030.jpg,1aa60aaa48d24541fba55ef36c61f427fcbd8d8baf93c8ef2d69512662a7f877,279211,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
515,holocount_scale_attribution_00031,Scale Attribution,How many small baskets are shown?,40667424c70dfc3e710ff53e9e609ba7cbea7efe7836c373b49173aeadc18998,4,4,images/holocount_scale_attribution_00031.jpg,12279e69ec22150c83e07872150111bc28fee08db99ed8306bb774d73b8bff01,188076,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
516,holocount_scale_attribution_00032,Scale Attribution,How many large cows are in the pasture?,a3b44f29ec7995d197eeb4ca56c9bd6d8b144f4d4e8f151d09d2e8991bb18908,5,5,images/holocount_scale_attribution_00032.jpg,35db9e246441fa552ce4b2d8838d62f32ee3b9d2b633104aea4e063c8be0a160,472234,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
517,holocount_scale_attribution_00033,Scale Attribution,How many small knobs are on the front of the stove?,a050ff3881529bb973237e7ae028fbf38296e29341e0b94dad073ac53b41c816,6,6,images/holocount_scale_attribution_00033.jpg,267896c9301715626ebae8b6646c6cad3f414a74f5b53462aa0891fc37908705,80052,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
518,holocount_scale_attribution_00034,Scale Attribution,How many small bowls are on the tray?,d70058b85fdc65d0938dff489faf4dd3a3c1fbd5b01105033de3b9b7d6f45f0f,1,1,images/holocount_scale_attribution_00034.jpg,dbca4528109b1ac95e7cafee131048e9d9c47497f84518f86cde1310a5f2470f,190929,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
519,holocount_scale_attribution_00035,Scale Attribution,How many large concrete pipes are lying in the bottom-left corner of the pit?,122970ffc81df7ebfbe05b3e4b6056ff5c9d4ac709e0a592e2136fd38c12faef,2,2,images/holocount_scale_attribution_00035.jpg,e4948054722c03d028cfab662fcefc2deb17f961a13c3721c49697938653804e,313471,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
520,holocount_scale_attribution_00036,Scale Attribution,How many large mirrors are visible?,d37251703fe8fbc5d9249078787f609d76ef0bd34b86e4cc70a3097e361cc57f,3,3,images/holocount_scale_attribution_00036.jpg,5157ed89a6911d4e4001e4e6619a816dc19b130278d08830264850098a78d84a,81603,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
521,holocount_scale_attribution_00037,Scale Attribution,How many large gantry cranes are standing along the pier?,9a14e48de548b9a508c3ca453edf2e32bcedad347a225760d8c9f3ac18b7b1d3,4,4,images/holocount_scale_attribution_00037.jpg,d8d1ed6338de41aa4b3a19c5a9f40ba3d174568b5d063fc07e4f7fd40e01c58c,124193,1024,499,1024,499,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
522,holocount_scale_attribution_00038,Scale Attribution,How many small sandwiches are arranged on the tray?,0c9af736817055ba91b855d4a87d2bee12402360bcb7c51c0c133e07edfa5309,5,5,images/holocount_scale_attribution_00038.jpg,cbfbc03aebce051ddb884726fe04c43c4f99f945ef30ea257fe33904d2c8ba22,132426,683,1024,683,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
523,holocount_scale_attribution_00039,Scale Attribution,How many large umbrellas are there?,6c264c7b7b44d85c662897b1fb381079c353579dc95535a5db6ffa7e70d10798,3,3,images/holocount_scale_attribution_00039.jpg,1da0b12fde61bb696a4732e715d91aa845d9cf326d374871f84d6f5262851ba6,312002,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
524,holocount_scale_attribution_00040,Scale Attribution,How many large suitcases are visible?,51fb1eecc9dc69bc6ec8453853cb1fec5371f7317266fe2d21d83b67c19d84ac,5,5,images/holocount_scale_attribution_00040.jpg,e57e65569142966752df0491d89b63e30312b6a00077432d7b57c7c4179ea832,96195,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
525,holocount_scale_attribution_00041,Scale Attribution,How many large laptops are on the red table?,d6d3d6a1dd4e6fcc4ac2369c168b50371ccb60ba1b0abeff455f8b991bc38772,1,1,images/holocount_scale_attribution_00041.jpg,6e74b3046297b6c5ab73bfca786070ba940d7a3107b3a6b0c471f8e87a79e65b,116304,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
526,holocount_scale_attribution_00042,Scale Attribution,How many large pizza slices are on the plate?,d7df35b126130285e4bc7619111d81bcb6f03be361a08687439ccd66c3aaedb3,2,2,images/holocount_scale_attribution_00042.jpg,3ad94d31528995c44aa24a0e33034793cb7911d948dd4e2a41c462491e2d161d,89552,683,512,683,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
527,holocount_scale_attribution_00043,Scale Attribution,How many large trophies are being held by the people in the foreground?,1ec694166e10b34b167ebf034dd3b8b339a8e578da2f4a5e7721be3317aa44af,4,4,images/holocount_scale_attribution_00043.jpg,7861b708692f167fdb4d621b78af54e5d87aba5ac1c8c248d707083cb0e74d49,100747,500,334,500,334,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
528,holocount_scale_attribution_00044,Scale Attribution,How many large electronic musical keyboards are visible?,f5f7c13d1cdac891dd8c18b9d97fffe5bdfdcadbbe73f76db7b448a4b0937484,1,1,images/holocount_scale_attribution_00044.jpg,a87b6a7d65b325418de0c32031d948345c65e3a5dbc987904eb68499e668b78a,122405,683,512,683,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
529,holocount_scale_attribution_00045,Scale Attribution,How many small jars are sitting on the top shelf of the refrigerator door?,dbae49d6ef02f224d0fb3ca93192447216f1d62002c4853de00fb89bf6423247,3,3,images/holocount_scale_attribution_00045.jpg,5b57610e09a276ee48af594bf4f8df0eefab984de682a1d96ad3b8223984f3c3,81109,683,512,683,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
530,holocount_scale_attribution_00046,Scale Attribution,How many large wheels are visible on the wheelchair?,2aafb8264ed0445c54a97768f9a314f9d2d8b880ba9232c619c8b32df8a3df59,2,2,images/holocount_scale_attribution_00046.jpg,942e8f4fdf6fff34eac6a6300562ea7d4f37fb70c4b9206524868941b6173946,228889,767,1023,767,1023,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
531,holocount_scale_attribution_00047,Scale Attribution,How many small white cars are parked in a row near the terminal?,7e5be26be299be29c2355bb107f0813e29ed7277d39ae173511f25129ea7856e,4,4,images/holocount_scale_attribution_00047.jpg,ad51a80955eff43685c7b0219840bcfab9225882c8387d4576b9a3f4915f9cda,100734,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
532,holocount_scale_attribution_00048,Scale Attribution,How many small toothbrushes are visible in the cup?,89d4716ee9d52c03711e60b79d2334b679533bf5349cb9c4fc2115c1cd540ab9,1,1,images/holocount_scale_attribution_00048.jpg,8e84e69d2924618166f527e8f082e21bc8c497a7999895aab747a09c1c3a5002,158139,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
533,holocount_scale_attribution_00049,Scale Attribution,How many large wheels are on the rickshaw?,dd2bf5ed425baab93f1fcf433b5ed6579c04d74ffd4ae1efd6254c89e8638f1e,3,3,images/holocount_scale_attribution_00049.jpg,8a3cf3950d616d2036f1da5dcc484ff1ceeb7458dd1edc05c283048feb19b295,438137,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
534,holocount_scale_attribution_00050,Scale Attribution,How many large giraffes are visible in the image?,eb8c853915b8a2d5e81d05c2465e7e860901c781eb79437a59caaacb07547282,4,4,images/holocount_scale_attribution_00050.jpg,3b715d282e31a590bc9c06a98cdab55764bbb6c68e7187c1430a618d35f6ea8a,145199,640,426,640,426,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
535,holocount_scale_attribution_00051,Scale Attribution,How many large animals are shown in the scene?,06a84b0a7d6ad2f45bc7b2bdddf3c041f49af6b7b59f45eceb9ad343fab09ea8,1,1,images/holocount_scale_attribution_00051.jpg,5d383b2c29bb6520895b0c7a887b71b3417c809590c48ed35c33c5d579b1e09d,272151,1024,576,1024,576,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
536,holocount_scale_attribution_00052,Scale Attribution,How many small recessed ceiling lights are reflected in the mirror?,fb761af2b48d96019de164588790911c7876b07853d8b472988b5a3f160ecf3d,2,2,images/holocount_scale_attribution_00052.jpg,fadcbb4a20fd427309426ff099fd3d8a5a891f34a671ccd4e014d0fdff68cfdf,172507,681,1024,681,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
537,holocount_scale_attribution_00053,Scale Attribution,How many large airplanes are in the foreground and mid-ground?,f4e38df7f90baa730c829000dbf01ae5c947aacaad46df794e4bc3bb735b6178,4,4,images/holocount_scale_attribution_00053.jpg,359f67f68c366bb13644331fbed4934de95bba574d5f4a69241c754b1d83880a,167575,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
538,holocount_scale_attribution_00054,Scale Attribution,How many small bottles are on the tray?,7020eca2b724ec50c03290f3148e42b7ca70ed84aec3b8bdc23a5d6e4409c65f,5,5,images/holocount_scale_attribution_00054.jpg,d1440fa8cedf26b879ed320877a7a9a6c64ce7879bfa9c686456bb06bb2b1e39,57534,683,512,683,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
539,holocount_scale_attribution_00055,Scale Attribution,How many large pieces of fish are in the basket?,b8518f3324fcc021d47c5e4913a4cc820bdc9495986d191566100c1a4b151e62,2,2,images/holocount_scale_attribution_00055.jpg,a4998c046a7d0d5502f9b20bc7776558d47f8f5013fa8b3ec40a37c815be013e,246930,862,1024,862,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
540,holocount_scale_attribution_00056,Scale Attribution,How many small urinals are visible on the left wall?,24f138bbaa426c631761d55651df80204e479508f45bfd496e954401a0bede74,3,3,images/holocount_scale_attribution_00056.jpg,fc69ee2f739d48e2bbc817e5e438cdba514b1f51b636970ea6e029b8ad06ab42,299434,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
541,holocount_scale_attribution_00057,Scale Attribution,How many large mirrors are mounted on the wall?,5d2acf7b3bd583da0fab66953d54a8b2b158635fc48fb523bf4000ac6b9994e4,1,1,images/holocount_scale_attribution_00057.jpg,2e13ce2e79ca6e206d9dffe70548e2286dab14d8a6560368d19ce658704c5369,242438,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
542,holocount_scale_attribution_00058,Scale Attribution,How many small white cylindrical sticks are lying next to the silver scissors?,15a9a200e6e2b8985dc543d2fbeee2bebea2ebbcfd02c109dcb8ea089427da82,2,2,images/holocount_scale_attribution_00058.jpg,bc438252f7b1e96ff13bacbab859a73d0abca06316598dba009ec6a75b78fb37,254272,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
543,holocount_scale_attribution_00059,Scale Attribution,How many large cabbages are visible in the background?,ff8a1713ac7015cee4a2890fe565b2e3be36dc321b10b761a55167900723f3f6,3,3,images/holocount_scale_attribution_00059.jpg,302887dd2b4b2e3ac46e9201f6200d02dbcef3dcabf593f2c8e887b51d2faac3,64206,500,334,500,334,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
544,holocount_scale_attribution_00060,Scale Attribution,How many large mirrors are visible on the wall?,42080cd4571bea4437ad976b6a92a48dd135fd54c5c21d08ddc5aaeb86e84480,1,1,images/holocount_scale_attribution_00060.jpg,317e5bd8c95fb6e02a0a1dfff204bfa7edf1cdaf0f27edf0f312194f1355c514,154714,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
545,holocount_scale_attribution_00061,Scale Attribution,How many large projection screens are visible in the background?,274d8279a2edcf10e78a5dca25e0a605cb9f40014c6a500644406ac03e3d0f6e,2,2,images/holocount_scale_attribution_00061.jpg,6775d46aa50bf66a8a4f02a1bf4a4caa853a2c853f90095abe44982147371d04,64328,500,333,500,333,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
546,holocount_scale_attribution_00062,Scale Attribution,How many small window panes are visible in the middle of the glass wall?,be87d5a2725e0c6fc780dbb78cb1ed6d5731abe1babe3d7d3cf849dbce40d61c,3,3,images/holocount_scale_attribution_00062.jpg,9995c83620220ecbab4b0890ab1880ad547bf43c79e8d129991e22ce2ba25c4e,77737,649,497,649,497,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
547,holocount_scale_attribution_00063,Scale Attribution,How many large sandwiches are in the image?,639e734ea3b9d299d66cc2c069604680d1588120528d102892d70285ca9d35a7,1,1,images/holocount_scale_attribution_00063.jpg,4e23c7166dfe8064ca8e2f264d739dad8688c6e6efa0763838cced240b5196a0,148064,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
548,holocount_scale_attribution_00064,Scale Attribution,How many large couches are visible?,8a614075a922f0d96bd79db952f621064a11a2ed8018d0803d7c213b46289c5a,2,2,images/holocount_scale_attribution_00064.jpg,112969d024c373995e07e32a51f2c5525321542a7d2fe7b0b72f4b33a73cdd73,115033,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
549,holocount_scale_attribution_00065,Scale Attribution,How many large billiard tables are visible in the room?,723a6c342fb34809e23842cfbda49e122005ffd6dec258c337d1e981c3572f44,1,1,images/holocount_scale_attribution_00065.jpg,da9534e7a2254d55cba7f7bb248d23c598a3ff0873ee156d5a71dc4e59b18688,99417,682,512,682,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
550,holocount_scale_attribution_00066,Scale Attribution,How many large juicers are shown?,eee50668274feb5dd3d836f3fee5472a16bd2fba5c789e8b2b3dafb7bc58298d,2,2,images/holocount_scale_attribution_00066.jpg,f4cbcae3304269b7a9863456c3d584182ff7da0b91a711e9b051b60cc14b2f51,80163,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
551,holocount_scale_attribution_00067,Scale Attribution,How many large trays are shown?,23ef2c67c031870721ae253b7dd3490f6f0287464a3789faf2ef3d937ce17980,2,2,images/holocount_scale_attribution_00067.jpg,fdb6917a1fd538beac4c86af18d891aacf61ae475fa80ba3bf1b542f8a374b42,89920,500,361,500,361,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
552,holocount_scale_attribution_00068,Scale Attribution,How many small drawers are in the cabinet?,347f37f2dc7e7d41e0ebb762053e92c81377d606e6aa9d549e57f50f80981be0,3,3,images/holocount_scale_attribution_00068.jpg,29876f7277ca12c01f2f1444da7174b847e106084a358743c664a7aa7899c5e5,174327,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
553,holocount_scale_attribution_00069,Scale Attribution,How many babies are pictured here?,68fb0e2d10f36d1ffd1ae5213bace2430038121418f8e86c957619149c84f213,1,1,images/holocount_scale_attribution_00069.jpg,39a7da37b599e2a398b0e2c1baad8dea5e288742f4a4ee0f328744eaab18135e,322432,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
554,holocount_scale_attribution_00070,Scale Attribution,How many small fans are there?,616ddeec2bfb42d16cd0279c0f14a073b31547102287f9a4b93108bbb1aa9d92,1,1,images/holocount_scale_attribution_00070.jpg,06ab7fe80e09012ac11236134d08db3a0aa7848d1e963aa4d723eeda46858d82,68177,767,512,767,512,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
555,holocount_scale_attribution_00071,Scale Attribution,How many tall canisters are on the counter?,ae1e1a0953cb0c3731529812acdf94131ca461444ed650de05077be3d477585a,3,3,images/holocount_scale_attribution_00071.jpg,074665abde1feeab6f0572424f724cd5ac4bce9ab095597d6a0da4f385b3c209,92500,480,640,480,640,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
556,holocount_scale_attribution_00072,Scale Attribution,How many large white bags are on the ground?,3f0947e9b2ec6a72d6e0da539483f70b8fbfaed892d251f69c0d8283abb2df3f,1,1,images/holocount_scale_attribution_00072.jpg,260cc00fab2a8a3899c1bf06baa113a46cfb849c435f36d2c4d823791a5bef0a,92442,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
557,holocount_scale_attribution_00073,Scale Attribution,How many large scoops of mashed potatoes are on the plate?,9e4e4c15a63752fe9f03c088fdc5a5455ed4d53fec74ba53f6c719e17f8af960,2,2,images/holocount_scale_attribution_00073.jpg,42d17cb23ea73ebd8c3da2bb6a9f2229993c6a39ba6a376bb02570b74b1fa40f,195056,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
558,holocount_scale_attribution_00074,Scale Attribution,How many large table tennis tables are visible?,e11add9d3444fdc1acbd8573e94a0099e78368a4c38da47ebbe9aca1a89caf7b,3,3,images/holocount_scale_attribution_00074.jpg,c26eed890b5ffc2f7dd3d7a7f108757baed34f0f322c612a591fa3e542f977a5,85206,500,333,500,333,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
559,holocount_scale_attribution_00075,Scale Attribution,How many large church towers are in the center of the image?,f0a1fa206fa313fc336d7cd7d80bfe934d85a272eeda5247732bf0a5021892e3,1,1,images/holocount_scale_attribution_00075.jpg,48caac45b92291849bf0795e7838d246a1ba4c9e9e223d8194823b042012cc7e,289810,1024,768,1024,768,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
560,holocount_scale_attribution_00076,Scale Attribution,How many large mirrors are hanging on the wall?,77721720655c02a8e94242e3fc6049f00f99cb72139ec9a4a96164d90ecd652c,2,2,images/holocount_scale_attribution_00076.jpg,145c5bc140ccb98498b870eeef27ab30aca15acbc60b283602508d19dea96349,52548,512,552,512,552,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
561,holocount_scale_attribution_00077,Scale Attribution,How many large plates are visible?,5e3a3d738c500493cbd3308a66d81e994d6b19c72e0340bccb911927f993f4ad,2,2,images/holocount_scale_attribution_00077.jpg,da760ef0aa7a1580178f19491649ade9e35ed041175df0a5a8ba41f3a62c7f82,73362,375,500,375,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
562,holocount_scale_attribution_00078,Scale Attribution,How many large turtle statues are positioned on the water platform?,4038237bc76817847ca99900b89da1cfb4d83156fb7d8265e0ccd20ec0db844a,1,1,images/holocount_scale_attribution_00078.jpg,e0984027afb87c252bbdfbd9d42cbbc56d054ce92e011326d6b1896e9a868a48,4454053,5392,3595,5392,3595,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
563,holocount_scale_attribution_00079,Scale Attribution,How many large rugs are on the floor?,3a73a824561faf503272743895c6990bf1469964c75120d88f1a92edbf1eb2d4,1,1,images/holocount_scale_attribution_00079.jpg,43866a5b1690dde4381ed1edf5875080fe3b7d6bec311d5bae84c4370a852628,188120,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
564,holocount_scale_attribution_00080,Scale Attribution,How many small bowls are on the table?,b283864f5115645c9767e27473014593f6f6e89a9c4ad71aba13ae6d075ec102,2,2,images/holocount_scale_attribution_00080.jpg,d0accc4040cc1b444983f83d122216eef0e99e1df17c9c4a95a957c548143ac1,87815,500,374,500,374,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
565,holocount_scale_attribution_00081,Scale Attribution,How many large construction machines are present in the image?,edff7ec888550cedfacad2c4be7cf19b1b431d4c0376c0850a746b751e28c14c,3,3,images/holocount_scale_attribution_00081.jpg,1aaf3ec2c23753f1e8eeb39a795bfb93db7480c9fcdd874ea0e75f1f993eb204,320768,1024,732,1024,732,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
566,holocount_scale_attribution_00082,Scale Attribution,How many large tanks are positioned in the foreground?,a1433edc40eb742e274d995f2018254d69c2b4617b507f1127f4610ff26288a8,1,1,images/holocount_scale_attribution_00082.jpg,73288e04144107cabf136d7f64e9f5080888d5f18e950186400bcd2e8048d31e,98568,500,334,500,334,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
567,holocount_scale_attribution_00083,Scale Attribution,How many large plants are growing inside the circular sofas?,adb813fb48b68fd5605af8333ad678dedaa7e484a00c347af671217cc3531125,3,3,images/holocount_scale_attribution_00083.jpg,310d6f5bdc1048ef2f691452fcaa2e3692fb75d2df38d501da9c83befb1f107b,77280,640,480,640,480,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
568,holocount_scale_attribution_00084,Scale Attribution,How many small rivets are on the knife handle?,e038a00e08818ded44622ff71c168ab6ee978a55c5a5c72ebd029f4258b6f9cb,3,3,images/holocount_scale_attribution_00084.jpg,95213b3db31a107e990b967af1f3493d740facabc5b6daab061a0ac5acba79f1,30358,314,235,314,235,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
569,holocount_scale_attribution_00085,Scale Attribution,How many large vending machines are visible?,7b64011f438d16e4bb998a454f2d7b0e8b98e3a84aa93d8efeab8bd7c408cf29,1,1,images/holocount_scale_attribution_00085.jpg,54185364783d9f085bd74cbd50c0cbb662fbe98a4512e9c9e56369443dcaef3c,228907,1024,813,1024,813,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
570,holocount_scale_attribution_00086,Scale Attribution,How many large pizzas are being made?,e37158a4bd3b35251081382333f1318188933391c5db1024cc144b7eeb93096e,2,2,images/holocount_scale_attribution_00086.jpg,57ae28113ebda2f3142cfd59dc4d7c37bc5f3c534ef616a2653e01913ae151a6,107014,640,427,640,427,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
571,holocount_scale_attribution_00087,Scale Attribution,How many large towels are hanging on the rack?,18683f82f82e8b2cdc0868b8dc532665866a923cea2bd78ad9c4e93d546d2eb4,1,1,images/holocount_scale_attribution_00087.jpg,6365b0d01ff5641c4db93130333f40deaf25b11a11631cd4d196f35150ea5d3c,44062,333,500,333,500,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
572,holocount_scale_attribution_00088,Scale Attribution,How many large paintings are hanging on the wall?,df16987d0e5d693323f46c7dbb48dc2d2b2b9b9723419d63b90405b85464aa2c,2,2,images/holocount_scale_attribution_00088.jpg,86ded02f6acce722b267d2403297c5ec1f99f86b1a47b50d1331045df62413dd,859336,2048,1536,2048,1536,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
573,holocount_scale_attribution_00089,Scale Attribution,How many large stacks of trays are in the background?,e0c8b595cb04f29cc260262476c2fe272f42176fab679d8d494754f04704e845,3,3,images/holocount_scale_attribution_00089.jpg,ac5b1f63901c05ad64601e38fc5d78b731b0610bf4bf3deb5315afc3058e4d68,184383,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
574,holocount_scale_attribution_00090,Scale Attribution,How many long cheese sticks are in the container?,c13f970dfe9cd6b7e10a7dc0e94f4ed9a4a9fcdf573d7f18206d8150f39d457a,1,1,images/holocount_scale_attribution_00090.jpg,05abd0b63f51ca9c9e7df05c2b06022ea154b684e65fe0c044c8e3af2706fa92,114366,500,375,500,375,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
575,holocount_scale_attribution_00091,Scale Attribution,How many large cakes are shown?,fe00cd2e213da3c84c316a24a11518f70d09f21b4695cdb8908c930177fab013,2,2,images/holocount_scale_attribution_00091.jpg,6dcd794515260dbd3111edb8d6a67f3e813dbb8b4fc44d56134d606da5183ea0,228711,768,1024,768,1024,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
576,holocount_scale_attribution_00092,Scale Attribution,How many small bottles are visible in the shower wall rack?,fda8726a2ce0dd5c0bea0751c7ba21fe79b58a48de0b714019601c4d9c96d3e0,3,3,images/holocount_scale_attribution_00092.jpg,c6513d39bf67c1cc28abed81c069cf5fcbf2cfee6322adab4e0c58d4cdaa5808,194714,1024,683,1024,683,JPEG,f44cfe591e8f7e64b63a2fb080b98bffa10b45aa
