manifest_index,question_id,image,image_id,subset,issimple,data_source,question,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,post_expected_numeral,baseline_entropy,post_entropy,baseline_top1_prob,post_top1_prob,baseline_conditional_margin,post_conditional_margin,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
151,30149959,VG_100K/2333999.jpg,92333999,simple,True,imported_genome,How many horses are there?,1,1,1.0,0.09671904678283458,1,True,True,False,False,0,0.09671904678283458,-0.08124333585427557,-0.00021975891213623679,-0.049748775429469164,1.0001531596339208,1.0001531596339208,0.0012656486438427108,0.0012656486438427108,0.9998834235307575,0.9998834235307575,0.9997873230830532,0.9997873230830532,1.0,0.0012656486438427108,0.0004564862554949302,1.0001531596339208,0.9998834235307575,0.9997873230830532,0.9360853327747556,4.222358991965512e-06,0.9998834235307575,9.610044770434432e-05,6.1434960827457825e-06,3.5004585517502525e-06,1.8736604448813558e-06,2.560990184940412e-06,7.810578772449746e-07,3.058666594893686e-07,1.537994150397397e-07,1.9748235798273265e-07,2.6992637960326494e-07,2.2377682845612273e-07,5.6579642857314166e-08,9.328406066747044e-08,9.328406066747044e-08,9.610044770434432e-05,0.00015315963392081855,4.222358991965512e-06,9.610044770434432e-05,0.0,6.1434960827457825e-06,9.187808871237881e-05,0.00011235411025067059,4.222358991965512e-06,0.00010813175125870508,0.00015738199291273156,4.222358991965512e-06,0.00015315963392076605,0.9997873230830532,0.9998792011717655,3.124999773571373
152,30121800,VG_100K_2/2380968.jpg,92380968,simple,True,imported_genome,How many animals are shown?,1,1,0.0,0.11698431907553247,1,True,True,False,False,1,0.11698431907553247,-0.10289263777126861,-0.009173904537303103,-0.07524367617039127,1.0001096554207887,1.0001340528040321,0.0010114967015043721,0.001234287552295886,0.999906028442122,0.9998819068344942,0.9998212181773772,0.9997730109260204,1.0,0.0010114967015043721,0.0003648203187839755,1.0001096554207887,0.999906028442122,0.9998212181773772,0.9245747725382163,1.5533541831230882e-06,0.999906028442122,8.481026474476659e-05,3.9666288666610675e-06,1.459241210801785e-06,5.71447068828644e-07,6.083022383329442e-07,2.699324819765439e-07,1.1978181278060093e-07,6.824961963752139e-08,9.93026106235514e-08,1.9748682257439722e-07,1.637223263711017e-07,2.8450674284387153e-08,3.0285585128206954e-08,2.510763193241486e-08,8.481026474476659e-05,0.00010965542078866797,1.5533541831230882e-06,8.481026474476659e-05,0.0,3.9666288666610675e-06,8.32569105616435e-05,9.241820369469976e-05,1.5533541831230882e-06,9.086484951157667e-05,0.00011120877497246825,1.5533541831230882e-06,0.00010965542078934516,0.9998212181773772,0.9999044750879388,3.9999993680230497
153,30135273,VG_100K/2358543.jpg,92358543,simple,True,imported_genome,How many beds are there?,2,2,1.0,0.06754016254382426,2,True,True,False,False,0,0.01095426027908622,0.014001333496702894,0.05393622151771977,0.06754016254382426,2.0000231724562174,2.0000231724562174,0.0002366284163469268,0.0002366284163469268,0.9999825564511368,0.9999825564511368,0.9999755942678605,0.9999755942678605,2.0,0.0002366284163469268,8.534566069928007e-05,2.0000231724562174,0.9999825564511368,0.9999755942678605,0.9857294248242079,9.931021076882989e-08,4.222777615544934e-06,0.9999825564511368,6.962183276185301e-06,3.7265881660219675e-06,5.04338864954792e-07,6.475839212253993e-07,1.9750193726808683e-07,5.368659271612987e-07,6.825484313588854e-08,2.102397178474211e-07,7.265690231246103e-08,1.4449550405257155e-07,9.833042453551815e-09,3.224130495997838e-08,8.677629508242307e-09,6.962183276185301e-06,2.317245621741293e-05,4.222777615544934e-06,6.962183276185301e-06,9.931021076882989e-08,3.7265881660219675e-06,2.7394056606403673e-06,1.312146103708696e-05,4.322087826313764e-06,8.799373210773195e-06,2.759385425348785e-05,4.4213980370825934e-06,2.3172456216405258e-05,0.9999755942678605,0.9999783336735212,0.4999999068221675
154,30143491,VG_100K/2344790.jpg,92344790,simple,True,imported_genome,How many clocks are visible?,1,1,4.0,0.2333926169765207,1,True,True,False,False,1,0.08474692625399982,-0.04725741535325304,0.08356309764513382,0.2333926169765207,1.0388964079329417,1.0615230573853727,0.16526219117735083,0.23274860696987706,0.9620378148860435,0.9393255720364321,0.9247355607096763,0.8792764972393758,1.0,0.16526219117735083,0.05960573591450196,1.0388964079329417,0.9620378148860435,0.9247355607096763,0.9218540579215073,2.7921419840372036e-06,0.9620378148860435,0.03730225417636716,0.0005320880789046455,6.354885864291832e-05,1.8207052836186253e-05,2.6491105562150968e-05,6.698000422755122e-06,2.622974653034484e-06,1.2390054947809584e-06,7.514948201370725e-07,1.5909145467145213e-06,2.4640566524892387e-06,4.852015232396946e-07,5.498053554847277e-07,4.0224619095119104e-07,0.03730225417636716,0.03889640793294169,2.7921419840372036e-06,0.03730225417636716,0.0,0.0005320880789046455,0.03729946203438312,0.03795939297197264,2.7921419840372036e-06,0.037956600829988606,0.038899200074925984,2.7921419840372036e-06,0.03889640793294195,0.9247355607096763,0.9620350227440594,9.499999641878896
155,30131628,VG_100K/2364657.jpg,92364657,simple,True,imported_genome,How many birds are there?,1,1,4.0,0.21014863262434672,2,True,False,False,True,1,-0.00012572822100338776,0.019543481602841556,0.12548064637232773,0.21014863262434672,1.297572190344756,1.919625404319655,0.618651492881205,0.31708969359311245,0.7045482131614471,0.9112620213773748,0.410848822062082,0.8265014499218816,1.0,0.618651492881205,0.2231313602045671,1.297572190344756,0.7045482131614471,0.410848822062082,0.9201118400615087,1.0384476470560695e-05,0.7045482131614471,0.2936993910993651,0.0015411929586222877,0.00011164364346549768,4.107140116843104e-05,2.49110640460107e-05,1.0384476470560695e-05,4.905279352418936e-06,1.6952191830027538e-06,1.4053860644072718e-06,1.4960256782019188e-06,1.9209349948287796e-06,3.7825452779009486e-07,5.503570904750499e-07,4.5626205340086143e-07,0.2936993910993651,0.2975721903447559,1.0384476470560695e-05,0.2936993910993651,0.0,0.0015411929586222877,0.29368900662289454,0.29544140236208244,1.0384476470560695e-05,0.2954310178856119,0.2975825748212263,1.0384476470560695e-05,0.29757219034475574,0.410848822062082,0.7045378286849765,10.249999903705826
156,30148182,VG_100K/2336970.jpg,92336970,simple,True,imported_genome,How many people are in the picture?,1,1,4.0,0.12648523818838636,1,True,True,False,False,1,0.07075736179819181,-0.01288122548692287,0.056694429144636065,0.12648523818838636,1.0002354848398625,1.0001109174165155,0.0020478772840832834,0.0010579573698421393,0.9997961358731982,0.999902380996997,0.9996166122736568,0.9998175710416222,1.0,0.0020478772840832834,0.000738615600524028,1.0002354848398625,0.9997961358731982,0.9996166122736568,0.9696445136313834,4.221990389169316e-06,0.9997961358731982,0.00017952359954134548,1.3004645932689322e-05,2.9017287296345954e-06,1.3706795970070575e-06,1.067486343489094e-06,5.713842651404861e-07,3.0583995799237003e-07,1.537859886838697e-07,2.1020052415403721e-07,2.2375729322360229e-07,1.6370433281318393e-07,3.431429228361647e-08,4.6902076617774225e-08,6.410753784101418e-08,0.00017952359954134548,0.00023548483986246538,4.221990389169316e-06,0.00017952359954134548,0.0,1.3004645932689322e-05,0.00017530160915217615,0.00019964213641291553,4.221990389169316e-06,0.0001954201460237462,0.00023970683025113812,4.221990389169316e-06,0.0002354848398619688,0.9996166122736568,0.999791913882809,3.749999768715216
157,30106339,VG_100K_2/2404922.jpg,92404922,simple,True,imported_genome,How many sizes are the tires on the truck?,2,3,1.5,7.776500666136578,3,False,False,False,False,1,-3.6673006269820894,7.776500666136578,2.0197658305550723,3.7379540940798117,3.2999776378459202,3.3495414898321547,1.3400041906855304,1.3571768763189693,0.4501995937973253,0.4298698545769042,0.177139737169074,0.13442491225076358,3.0,1.3400041906855304,0.4833043501681109,3.2999776378459202,0.4501995937973253,0.177139737169074,0.9390295772263926,2.624423393218881e-05,0.0034373163159350617,0.18767111192879712,0.4501995937973253,0.27305985662825133,0.047450688084304395,0.032612349191596945,0.0018398628415390336,0.0026769846385143424,0.00031972022138217936,0.000219740280368648,8.083793154487429e-05,0.0002489983587762042,4.9030683949717306e-05,6.70169991041747e-05,4.064786467861605e-05,0.27305985662825133,0.29997763784592024,0.18767111192879712,0.27305985662825133,0.0034373163159350617,0.047450688084304395,0.0853887446994542,0.3586657337240105,0.19113467247866436,0.16753106124534614,0.49460211510838376,0.19462447726246382,0.2999776378459199,0.177139737169074,0.2625284818685282,0.3749999999983336
158,30159201,VG_100K/2318262.jpg,92318262,simple,True,imported_genome,How many plates are there?,2,2,4.0,0.1799789813722876,2,True,True,False,False,1,0.07724202398032323,0.0010994482596861422,0.09736717386950411,0.1799789813722876,2.000536037769259,2.006884755659908,0.004480026740088389,0.041126175392953934,0.9994911107532813,0.9932212556449601,0.9990032638961788,0.9865289834660592,2.0,0.004480026740088389,0.001615828090243867,2.000536037769259,0.9994911107532813,0.9990032638961788,0.9632267823767915,7.262119476753377e-08,1.7594504908474122e-06,0.9994911107532813,0.0004878468571026114,1.4731698595300579e-05,1.7594504908474122e-06,1.0671606669453976e-06,4.4485875094432246e-07,6.080498192538844e-07,2.1013639464024322e-07,9.324745987174419e-08,1.0566321490607789e-07,1.1247790677896687e-07,2.3576650063791118e-08,4.1378309489979924e-08,1.2619671392837174e-08,0.0004878468571026114,0.0005360377692591456,1.7594504908474122e-06,0.0004878468571026114,7.262119476753377e-08,1.4731698595300579e-05,0.00048608740661176396,0.0005070571750330466,1.832071685614946e-06,0.0005052251033474317,0.0005379424621398696,1.9046928803824798e-06,0.0005360377692594871,0.9990032638961788,0.9994893513027905,5.624999433690713
159,30136623,VG_100K/2356281.jpg,92356281,simple,True,imported_genome,How many carrots are there?,1,1,0.0,0.13546189039549683,1,True,True,False,False,1,0.13546189039549683,-0.2227940675642982,-0.13436926750975753,-0.48280375119242386,1.0005410188402637,1.0007553241494451,0.003955346256278594,0.004781635005310206,0.9996268587914564,0.9995414093053717,0.9994870693435366,0.9993619314445852,1.0,0.003955346256278594,0.0014265896072329636,1.0005410188402637,0.9996268587914564,0.9994870693435366,0.8567188556223186,9.607578884338939e-05,0.9996268587914564,0.00013978944791980273,5.142566398240147e-05,3.1191241901406167e-05,1.3002444095301096e-05,2.4291763617784746e-05,8.936440424779426e-06,3.4995603528056267e-06,1.370447525053727e-06,1.0673056056701115e-06,7.808574619706151e-07,6.891042915491362e-07,3.0578817574025744e-07,3.465033983061996e-07,3.688509474931574e-07,0.00013978944791980273,0.0005410188402636962,9.607578884338939e-05,0.00013978944791980273,0.0,5.142566398240147e-05,4.371365907641334e-05,0.0002770654197000645,9.607578884338939e-05,0.00018098963085667508,0.0006370946291072436,9.607578884338939e-05,0.0005410188402638541,0.9994870693435366,0.999530783002613,0.3749999967451662
160,30114059,VG_100K_2/2392923.jpg,92392923,simple,True,imported_genome,How many ties are there?,2,2,4.0,0.23671835277182765,2,True,True,False,False,1,0.03129274099393169,0.035692615850815616,0.10898636733629803,0.23671835277182765,2.0047916556764456,2.4415613654284085,0.031055580381539202,0.7005455484192047,0.9952415954103843,0.5609297563974812,0.9906327124618068,0.12407722286707046,2.0,0.031055580381539202,0.011200932952093798,2.0047916556764456,0.9952415954103843,0.9906327124618068,0.9831009321240458,5.01947772335563e-07,5.801727413542174e-05,0.9952415954103843,0.004608882948577464,6.574218443770713e-05,1.1424278640786853e-05,6.114975705066559e-06,2.7135040203344405e-06,2.3946588930959904e-06,6.445136975286549e-07,4.715362941821526e-07,5.343206223173701e-07,4.715362941821526e-07,1.6295858277376774e-07,2.2273797377509637e-07,1.0521396883666081e-07,0.004608882948577464,0.004791655676445572,5.801727413542174e-05,0.004608882948577464,5.01947772335563e-07,6.574218443770713e-05,0.0045508656744420424,0.004699885367708051,5.85192219077573e-05,0.004641366145800293,0.004850676846125277,5.902116968009286e-05,0.004791655676445184,0.9906327124618068,0.9951835781362488,4.374999982980727
161,30148853,VG_100K/2335803.jpg,92335803,simple,True,imported_genome,How many windows are there?,3,3,1.0,0.0963278589525579,3,True,True,False,False,0,-0.359606752471952,0.0963278589525579,-0.0358183280061739,0.010342814261920664,2.820413427807715,2.820413427807715,0.5847921599659781,0.5847921599659781,0.7858223295285613,0.7858223295285613,0.5871353293562156,0.5871353293562156,3.0,0.5847921599659781,0.21091918728341552,2.820413427807715,0.7858223295285613,0.5871353293562156,0.958234329821849,1.7586933085754302e-07,5.1908679019623215e-05,0.19868700017234572,0.7858223295285613,0.012701634970594802,0.0019478588097919499,0.0006323771686646549,0.00010989067434688436,3.1484205330583406e-05,7.960453750018351e-06,2.0127179085770187e-06,1.5675062833016223e-06,1.383319439795573e-06,6.534338351158665e-07,1.2207751209046509e-06,5.417156761153439e-07,0.19868700017234572,-0.17958657219228513,0.19868700017234572,0.012701634970594802,5.1908679019623215e-05,0.0019478588097919499,-0.1859853652017509,0.015438585750742702,0.1987390847206962,-0.1833004989699535,0.01920477294609234,0.19879134513837754,-0.1795865721922852,0.7731206945579665,0.5871353293562156,-2.749999999926303
162,30094201,VG_100K_2/2413855.jpg,92413855,simple,True,imported_genome,How many planes are pictured?,1,3,1.0,-0.09508013166168121,3,False,False,False,False,0,-0.13433859912275267,-0.09508013166168121,-0.10528700541038691,-0.29173515741242595,3.140625852595122,3.140625852595122,0.4505358729917653,0.4505358729917653,0.8589150086974181,0.8589150086974181,0.7271961260160141,0.7271961260160141,3.0,0.4505358729917653,0.16249646742694993,3.140625852595122,0.8589150086974181,0.7271961260160141,0.8680256160369026,4.069460139993522e-07,5.6736926167978885e-05,0.0035101893256127238,0.8589150086974181,0.131718882681404,0.005107295332450967,0.0005383049676487611,0.00010599853295045704,3.0369088150448858e-05,7.213290692676784e-06,3.407317258418579e-06,2.066642384598862e-06,1.3343246102696802e-06,6.709405493073641e-07,1.2534819689208376e-06,8.615047183970903e-07,0.131718882681404,0.14062585259512206,0.0035101893256127238,0.131718882681404,5.6736926167978885e-05,0.005107295332450967,0.12820869335579127,0.13751765810478722,0.003567333197794702,0.13395032490699252,0.14425073661111246,0.00362488401599068,0.14062585259512178,0.7271961260160141,0.8554048193718053,3.624999999722707
163,30098554,VG_100K_2/2408699.jpg,92408699,simple,True,imported_genome,How many people are there?,2,2,1.0,0.02004890563231102,2,True,True,False,False,0,0.015382753614128622,-0.019221212889889823,0.02004890563231102,-0.032173131221239284,1.9999982654675243,1.9999982654675243,0.0014383739248902505,0.0014383739248902505,0.9998673657336355,0.9998673657336355,0.9997925238316654,0.9997925238316654,2.0,0.0014383739248902505,0.0005187837320957897,1.9999982654675243,0.9998673657336355,0.9997925238316654,0.9716934707876446,1.444788592214391e-07,7.48419019701574e-05,0.9998673657336355,5.143803682841412e-05,3.2883236791123703e-06,8.314184299019486e-07,6.475093242676355e-07,3.6893969182082454e-07,3.6893969182082454e-07,1.855145274143779e-07,1.444788592214391e-07,1.357253276530091e-07,1.444788592214391e-07,3.028441409541403e-08,4.9930557689799895e-08,1.430534428803212e-08,7.48419019701574e-05,-1.7345324756501412e-06,7.48419019701574e-05,5.143803682841412e-05,1.444788592214391e-07,3.2883236791123703e-06,-2.340386514174328e-05,5.7647885534921235e-05,7.498638082937885e-05,-1.733849529445761e-05,7.339632721327954e-05,7.513085968860028e-05,-1.7345324753207335e-06,0.9998159276968072,0.9997925238316654,-0.3749999939206327
164,30147979,VG_100K/2337326.jpg,92337326,simple,True,imported_genome,How many animals are there?,1,1,0.0,0.12525613144514403,1,True,True,False,False,1,0.12525613144514403,-0.10803313568962257,-0.005141083741850565,-0.07156386612788546,1.0009527169095949,1.0008049851580236,0.007150861720851055,0.005943710749063901,0.9991478896720267,0.9993189093991961,0.9983438423832113,0.9986926095584112,1.0,0.007150861720851055,0.002579128185688634,1.0009527169095949,0.9991478896720267,0.9983438423832113,0.9155152584583846,7.88260225203423e-06,0.9991478896720267,0.000804047288815425,1.890937979457432e-05,6.1389768065246776e-06,2.8998473114551052e-06,4.219252941870851e-06,2.4040578594734305e-06,1.1355965236694071e-06,5.364178151903981e-07,5.71013791935003e-07,2.258403356948744e-06,6.078410174804863e-07,1.1243928233462056e-07,2.2361221383180217e-07,1.6359819046270488e-07,0.000804047288815425,0.000952716909594864,7.88260225203423e-06,0.000804047288815425,0.0,1.890937979457432e-05,0.0007961646865633908,0.0008442277257211765,7.88260225203423e-06,0.0008363451234691423,0.0009605995118468666,7.88260225203423e-06,0.0009527169095948323,0.9983438423832113,0.9991400070697747,4.624999874382057
165,30148110,VG_100K/2337094.jpg,92337094,simple,True,imported_genome,How many people are shown?,2,1,1.0,0.09244436384331892,1,False,False,False,False,0,0.09244436384331892,-0.18017046505070128,-0.11884865164523217,-0.3924254197764735,0.9999796548941358,0.9999796548941358,0.0011832411086075967,0.0011832411086075967,0.9998929496153034,0.9998929496153034,0.9998181057983329,0.9998181057983329,1.0,0.0011832411086075967,0.0004267640198910348,0.9999796548941358,0.9998929496153034,0.9998181057983329,0.9005049654111907,7.484381697051587e-05,0.9998929496153034,2.4298229845994705e-05,3.288407818356009e-06,1.7601578664062537e-06,7.337429631431251e-07,8.314397036343016e-07,2.873378729013549e-07,2.10220878602915e-07,1.2750540818439545e-07,1.8551927422568475e-07,2.2377896042164701e-07,1.2750540818439545e-07,4.139494536859751e-08,4.9931835276731246e-08,4.139494536859751e-08,7.484381697051587e-05,-2.0345105864238988e-05,7.484381697051587e-05,2.4298229845994705e-05,0.0,3.288407818356009e-06,-5.0545587124521165e-05,3.2206567726068715e-05,7.484381697051587e-05,-4.2637249244447156e-05,5.449871110623021e-05,7.484381697051587e-05,-2.0345105864285663e-05,0.9998686513854574,0.9998181057983329,-1.1249999722058965
166,30152773,VG_100K/2329257.jpg,92329257,simple,True,imported_genome,How many stop signs can be seen?,2,2,1.0,0.02228562954594935,2,True,True,False,False,0,0.001766807888346801,-0.02565767227978929,0.02228562954594935,-0.00451449045936702,2.0032539773027382,2.0032539773027382,0.052041561447553765,0.052041561447553765,0.9921124855831382,0.9921124855831382,0.9869063570609832,0.9869063570609832,2.0,0.052041561447553765,0.018770025655126022,2.0032539773027382,0.9921124855831382,0.9869063570609832,0.962636482847202,2.541086568835487e-06,0.002459200983137075,0.9921124855831382,0.005206128522155094,0.00017814392171684206,2.7319255208511846e-05,6.9073894446068495e-06,3.2628197403886098e-06,1.979000209661307e-06,6.839241718068414e-07,2.851020115663511e-07,3.230629033726511e-07,3.896882465138592e-07,9.852861873842456e-08,1.5260410998464275e-07,9.852861873842456e-08,0.005206128522155094,0.0032539773027382424,0.002459200983137075,0.005206128522155094,2.541086568835487e-06,0.00017814392171684206,0.002746927539018019,0.005425772347155827,0.0024617420697059106,0.0029640302774499167,0.005718260459012862,0.002464283156274746,0.0032539773027381157,0.9869063570609832,0.9896532846000011,0.7499999997854454
167,30137666,VG_100K/2354535.jpg,92354535,simple,True,imported_genome,How many of the cat's paws can be seen?,3,4,1.0,-0.08266486012045542,4,False,False,False,False,0,-0.4247513973110615,-0.08266486012045542,-0.1821121199710187,-0.27121807013327887,3.848275345004719,3.848275345004719,0.6966345146189672,0.6966345146189672,0.7613635695076031,0.7613635695076031,0.5688607123328417,0.5688607123328417,4.0,0.6966345146189672,0.2512577898882185,3.848275345004719,0.7613635695076031,0.5688607123328417,0.9343047767032431,4.3511986899998697e-07,6.874240619263081e-05,0.0035258128170625007,0.19250285717476134,0.7613635695076031,0.03790606008787597,0.003995269339457562,0.0004771668762364328,0.00012064668011903318,2.6919913056336255e-05,4.979683202543999e-06,2.352235788128045e-06,2.8373379614106486e-06,6.739268366448947e-07,1.0437983036582689e-06,6.330956737247775e-07,0.19250285717476134,-0.15172465499528087,0.19250285717476134,0.03790606008787597,0.0035258128170625007,0.003995269339457562,-0.15459679708688537,0.04253858297451144,0.19609784751788548,-0.15355926454337404,0.04803779551165901,0.19976245050694025,-0.15172465499528123,0.7234575094197271,0.5688607123328417,-1.6249999999788136
168,30158058,VG_100K/2320306.jpg,92320306,simple,True,imported_genome,How many mirrors?,1,1,4.0,0.2195613572112,1,True,True,False,False,1,0.06799281388770997,0.015611065681653128,0.08788304575586295,0.2195613572112,1.0005828681503293,1.000716138437949,0.004674448408918561,0.005717086744452249,0.9994756238567599,0.9993366864716082,0.9989877845587378,0.9987103754894574,1.0,0.004674448408918561,0.0016859508846095283,1.0005828681503293,0.9994756238567599,0.9989877845587378,0.9802034742303469,4.220636914591387e-06,0.9994756238567599,0.0004878392980220824,1.8915582329989592e-05,6.140990474951123e-06,1.759423228546234e-06,2.900798501068069e-06,9.417513906811511e-07,4.4485185795511184e-07,1.8544184396490487e-07,1.444222532940732e-07,3.0574191262279287e-07,3.464509753262105e-07,4.991099520476119e-08,9.324601502271413e-08,8.759652456763926e-08,0.0004878392980220824,0.0005828681503292632,4.220636914591387e-06,0.0004878392980220824,0.0,1.8915582329989592e-05,0.000483618661107491,0.0005201555063252769,4.220636914591387e-06,0.0005159348694106855,0.0005870887872440945,4.220636914591387e-06,0.0005828681503295031,0.9989877845587378,0.9994714032198453,4.749999765118818
169,30156974,VG_100K/2322341.jpg,92322341,simple,True,imported_genome,How many trash cans are shown?,2,2,1.0,0.06957483612715643,2,True,True,False,False,0,0.022628536055584715,0.002359136164268315,0.05466502907624104,0.06957483612715643,2.0005868366623165,2.0005868366623165,0.007881968444674058,0.007881968444674058,0.9990870562764681,0.9990870562764681,0.9983775302368765,0.9983775302368765,2.0,0.007881968444674058,0.0028428191968936397,2.0005868366623165,0.9990870562764681,0.9983775302368765,0.9771293611415786,6.470039995949382e-07,0.00017939627706329336,0.9990870562764681,0.0007095260395916421,1.890822849175649e-05,1.9929126208696835e-06,9.413852646342732e-07,4.7335823809464345e-07,5.038872215348687e-07,1.5367691994182716e-07,7.727360815206292e-08,9.922127690641785e-08,1.124324364378226e-07,3.22124323621146e-08,5.310932241640752e-08,2.6705044395609657e-08,0.0007095260395916421,0.0005868366623165144,0.00017939627706329336,0.0007095260395916421,6.470039995949382e-07,1.890822849175649e-05,0.0005301297625283487,0.0007329004424691443,0.0001800432810628883,0.000552857161406256,0.0007675269473794522,0.00018069028506248323,0.0005868366623169689,0.9983775302368765,0.9989076599994048,1.3749999958351398
170,30146005,VG_100K/2340568.jpg,92340568,simple,True,imported_genome,How many people are on the beach?,1,1,0.0,0.12986382667500124,1,True,True,False,False,1,0.12986382667500124,-0.1441604509452189,-0.038725542091874746,-0.16086863671882623,1.0025885710671436,1.0033715417914353,0.01836525900079686,0.022735871529509354,0.9974378143528746,0.9967137736741146,0.9949654131994581,0.9935414522156479,1.0,0.01836525900079686,0.006623867021272758,1.0025885710671436,0.9974378143528746,0.9949654131994581,0.9010222944231003,3.996264266302304e-05,0.9974378143528746,0.002472401153416523,3.112293739956507e-05,7.3923455838013645e-06,2.7194919623150253e-06,3.491896800090514e-06,1.4556391525946525e-06,7.319413320554524e-07,5.030554302256953e-07,3.680432149795956e-07,9.398312738834828e-07,7.319413320554524e-07,1.1224683870979668e-07,1.5342323792536568e-07,9.905748748630823e-08,0.002472401153416523,0.002588571067143608,3.996264266302304e-05,0.002472401153416523,0.0,3.112293739956507e-05,0.0024324385107534997,0.002522223004462211,3.996264266302304e-05,0.002482260361799188,0.002628533709807148,3.996264266302304e-05,0.002588571067144125,0.9949654131994581,0.9973978517102116,4.124999975381095
171,30100268,VG_100K_2/2408063.jpg,92408063,simple,True,imported_genome,How many giraffes?,2,2,4.0,0.20233581738707465,2,True,True,False,False,1,0.05404428119742848,0.011669555935456396,0.10207519066648651,0.20233581738707465,2.0066746298958456,2.300030455378357,0.03970206763281406,0.6266261152685745,0.9937401208004595,0.7035478312080382,0.9878311260463332,0.4102654613502211,2.0,0.03970206763281406,0.014319494021724768,2.0066746298958456,0.9937401208004595,0.9878311260463332,0.9610936203445704,4.7082490935193896e-07,2.4148710991197645e-05,0.9937401208004595,0.005908994754126368,0.00025962311029311286,3.513616716628876e-05,1.6597150160871852e-05,5.0618448087759e-06,4.196416738185522e-06,1.1294502428286647e-06,2.3910461828314726e-06,6.045511504175915e-07,8.263234497710309e-07,1.5285446851487832e-07,3.2359291238531897e-07,2.2240193937517614e-07,0.005908994754126368,0.006674629895845552,2.4148710991197645e-05,0.005908994754126368,4.7082490935193896e-07,0.00025962311029311286,0.005884846043135171,0.0062352596636397264,2.4619535900549583e-05,0.006210640127739177,0.006699720256656026,2.5090360809901523e-05,0.006674629895846124,0.9878311260463332,0.9937159720894683,5.499999958759156
172,30138879,VG_100K/2352457.jpg,92352457,simple,True,imported_genome,How many cell phones are there?,1,1,1.0,0.08298684432114212,1,True,True,False,False,0,0.03385363029186524,-0.0011638580824172066,0.038438693283524866,0.08298684432114212,1.0000269760889129,1.0000269760889129,0.00033661961999053826,0.00033661961999053826,0.9999735457960065,0.9999735457960065,0.9999568445370465,0.9999568445370465,1.0,0.00033661961999053826,0.00012140986410656923,1.0000269760889129,0.9999735457960065,0.9999568445370465,0.9845814695781314,5.4221049293696525e-06,0.9999735457960065,1.6701258960045917e-05,2.1233267987731637e-06,7.81128276157019e-07,4.7377824865770885e-07,3.4662357137294813e-07,1.4449420203070477e-07,6.023414489035401e-08,6.411891347343735e-08,9.329246861849866e-08,7.734217299166661e-08,6.411891347343735e-08,2.2158903561703122e-08,3.0287630122947e-08,4.993586002280066e-08,1.6701258960045917e-05,2.697608891288894e-05,5.4221049293696525e-06,1.6701258960045917e-05,0.0,2.1233267987731637e-06,1.1279154030676263e-05,2.1032099064192306e-05,5.4221049293696525e-06,1.5609994134822653e-05,3.239819384211201e-05,5.4221049293696525e-06,2.6976088912742356e-05,0.9999568445370465,0.9999681236910771,1.124999875445522
173,30121173,VG_100K_2/2381996.jpg,92381996,simple,True,imported_genome,How many people are on the elephants?,1,4,4.0,85.65593921770814,6,False,False,False,False,1,-13.314276241466548,36.4221076459818,39.977868680014126,85.65593921770814,4.421761939496667,5.458994315432469,1.9466538554026163,1.8649694491082776,0.2648920334143729,0.3133626366448192,0.05859391036188255,0.09799185610516392,4.0,1.9466538554026163,0.702106965879184,4.421761939496667,0.2648920334143729,0.05859391036188255,0.9407069545850391,0.00021316736340757793,0.04062250900174684,0.06697519466038744,0.20629812305249035,0.2648920334143729,0.16066513977944052,0.16066513977944052,0.05216033404786952,0.024638797184011896,0.009064106939190804,0.005497658761533257,0.0033344985955077056,0.0017848284816260212,0.0009553498427365244,0.0013900258191384919,0.0008430932770996631,0.20629812305249035,0.4217619394966672,0.20629812305249035,0.16066513977944052,0.06697519466038744,0.16066513977944052,-0.04563298327304982,0.42099897250759494,0.31410899407803217,0.10688997842956277,0.8847306483288033,0.4629687088321361,0.42176193949666724,0.10422689363493237,0.05859391036188255,-0.24999999999862318
